"","Date","DailyVisits","VisitsLastYear","%ChangeVisits"
"1441",1996-12-11,977,564,73.2
"1442",1996-12-12,915,607,50.7
"1443",1996-12-13,1101,691,59.3
"1444",1996-12-14,197,750,-73.7
"1445",1996-12-15,407,934,-56.4
"1446",1996-12-16,548,885,-38.1
"1447",1996-12-17,143,480,-70.2
"1448",1996-12-18,326,607,-46.3
"1449",1996-12-19,459,947,-51.5
"1450",1996-12-20,818,696,17.5
"1451",1996-12-21,199,901,-77.9
"1452",1996-12-22,502,693,-27.6
"1453",1996-12-23,804,550,46.2
"1454",1996-12-24,475,504,-5.8
"1455",1996-12-25,27,591,-95.4
"1456",1996-12-26,877,1247,-29.7
"1457",1996-12-27,1298,1239,4.8
"1458",1996-12-28,1366,1522,-10.2
"1459",1996-12-29,1150,1431,-19.6
"1460",1996-12-30,1217,1463,-16.8
"1461",1996-12-31,1144,772,48.2
"1462",1997-01-01,945,508,86
"1463",1997-01-02,818,667,22.6
"1464",1997-01-03,693,475,45.9
"1465",1997-01-04,326,612,-46.7
"1466",1997-01-05,422,511,-17.4
"1467",1997-01-06,499,609,-18.1
"1468",1997-01-07,434,684,-36.5
"1469",1997-01-08,376,724,-48.1
"1470",1997-01-09,254,878,-71.1
"1471",1997-01-10,223,717,-68.9
"1472",1997-01-11,192,756,-74.6
"1473",1997-01-12,158,955,-83.5
"1474",1997-01-13,376,1351,-72.2
"1475",1997-01-14,518,523,-1
"1476",1997-01-15,393,837,-53
"1477",1997-01-16,374,823,-54.6
"1478",1997-01-17,578,115,402.6
"1479",1997-01-18,847,441,92.1
"1480",1997-01-19,1255,686,82.9
"1481",1997-01-20,859,580,48.1
"1482",1997-01-21,810,847,-4.4
"1483",1997-01-22,633,792,-20.1
"1484",1997-01-23,736,835,-11.9
"1485",1997-01-24,544,679,-19.9
"1486",1997-01-25,480,597,-19.6
"1487",1997-01-26,264,643,-58.9
"1488",1997-01-27,422,633,-33.3
"1489",1997-01-28,549,380,44.5
"1490",1997-01-29,480,482,-0.4
"1491",1997-01-30,547,458,19.4
"1492",1997-01-31,768,578,32.9
"1493",1997-02-01,1050,341,207.9
"1494",1997-02-02,1375,425,223.5
"1495",1997-02-03,271,548,-50.5
"1496",1997-02-04,492,904,-45.6
"1497",1997-02-05,680,691,-1.6
"1498",1997-02-06,627,842,-25.5
"1499",1997-02-07,840,980,-14.3
"1500",1997-02-08,1274,1131,12.6
"1501",1997-02-09,1117,1629,-31.4
"1502",1997-02-10,643,1220,-47.3
"1503",1997-02-11,736,1600,-54
"1504",1997-02-12,775,929,-16.6
"1505",1997-02-13,1081,1043,3.6
"1506",1997-02-14,966,1048,-7.8
"1507",1997-02-15,1293,1047,23.5
"1508",1997-02-16,2315,1449,59.8
"1509",1997-02-17,1561,3816,-59.1
"1510",1997-02-18,966,2648,-63.5
"1511",1997-02-19,1265,1751,-27.8
"1512",1997-02-20,1402,1019,37.6
"1513",1997-02-21,1120,2110,-46.9
"1514",1997-02-22,1458,1072,36
"1515",1997-02-23,1204,1308,-8
"1516",1997-02-24,947,2071,-54.3
"1517",1997-02-25,1181,577,104.7
"1518",1997-02-26,835,520,60.6
"1519",1997-02-27,968,778,24.4
"1520",1997-02-28,891,680,31
"1521",1997-03-01,1475,831,77.5
"1522",1997-03-02,1586,1310,21.1
"1523",1997-03-03,618,1202,-48.6
"1524",1997-03-04,1019,610,67
"1525",1997-03-05,1059,696,52.2
"1526",1997-03-06,1044,694,50.4
"1527",1997-03-07,2069,856,141.7
"1528",1997-03-08,1808,1005,79.9
"1529",1997-03-09,1937,1853,4.5
"1530",1997-03-10,1742,2170,-19.7
"1531",1997-03-11,1355,1630,-16.9
"1532",1997-03-12,963,1369,-29.7
"1533",1997-03-13,971,988,-1.7
"1534",1997-03-14,1282,1470,-12.8
"1535",1997-03-15,1621,2366,-31.5
"1536",1997-03-16,1968,2466,-20.2
"1537",1997-03-17,1082,1624,-33.4
"1538",1997-03-18,1286,1279,0.5
"1539",1997-03-19,1649,1464,12.6
"1540",1997-03-20,1943,1570,23.8
"1541",1997-03-21,1724,1723,0.1
"1542",1997-03-22,2762,1906,44.9
"1543",1997-03-23,2749,2184,25.9
"1544",1997-03-24,1467,431,240.4
"1545",1997-03-25,2436,904,169.5
"1546",1997-03-26,2691,1358,98.2
"1547",1997-03-27,2240,1509,48.4
"1548",1997-03-28,2970,1008,194.6
"1549",1997-03-29,2976,1013,193.8
"1550",1997-03-30,2660,1836,44.9
"1551",1997-03-31,2399,2043,17.4
"1552",1997-04-01,1609,1738,-7.4
"1553",1997-04-02,1668,1758,-5.1
"1554",1997-04-03,1825,1916,-4.7
"1555",1997-04-04,1741,1746,-0.3
"1556",1997-04-05,164,2716,-94
"1557",1997-04-06,337,3105,-89.1
"1558",1997-04-07,710,3959,-82.1
"1559",1997-04-08,1053,1849,-43.1
"1560",1997-04-09,661,2270,-70.9
"1561",1997-04-10,591,2386,-75.2
"1562",1997-04-11,1323,1336,-1
"1563",1997-04-12,1282,1595,-19.6
"1564",1997-04-13,1695,915,85.2
"1565",1997-04-14,1277,1987,-35.7
"1566",1997-04-15,1289,1577,-18.3
"1567",1997-04-16,1360,2078,-34.6
"1568",1997-04-17,1689,1927,-12.4
"1569",1997-04-18,2135,2143,-0.4
"1570",1997-04-19,3037,2033,49.4
"1571",1997-04-20,3042,3319,-8.3
"1572",1997-04-21,2070,2743,-24.5
"1573",1997-04-22,1883,2097,-10.2
"1574",1997-04-23,2046,2924,-30
"1575",1997-04-24,2059,2739,-24.8
"1576",1997-04-25,2429,2270,7
"1577",1997-04-26,3195,2724,17.3
"1578",1997-04-27,3531,2837,24.5
"1579",1997-04-28,2083,2381,-12.5
"1580",1997-04-29,1836,2446,-24.9
"1581",1997-04-30,2681,2424,10.6
"1582",1997-05-01,1668,2879,-42.1
"1583",1997-05-02,2382,2782,-14.4
"1584",1997-05-03,3410,3176,7.4
"1585",1997-05-04,4042,3413,18.4
"1586",1997-05-05,2822,3771,-25.2
"1587",1997-05-06,3136,3322,-5.6
"1588",1997-05-07,2929,3346,-12.5
"1589",1997-05-08,2819,3512,-19.7
"1590",1997-05-09,3462,2682,29.1
"1591",1997-05-10,4376,2963,47.7
"1592",1997-05-11,5191,4779,8.6
"1593",1997-05-12,3718,6811,-45.4
"1594",1997-05-13,4088,5430,-24.7
"1595",1997-05-14,4084,5068,-19.4
"1596",1997-05-15,4263,4672,-8.8
"1597",1997-05-16,4555,4854,-6.2
"1598",1997-05-17,6936,5233,32.5
"1599",1997-05-18,4926,8123,-39.4
"1600",1997-05-19,5279,6884,-23.3
"1601",1997-05-20,5876,5915,-0.7
"1602",1997-05-21,5733,6693,-14.3
"1603",1997-05-22,4525,6058,-25.3
"1604",1997-05-23,7371,4553,61.9
"1605",1997-05-24,10140,5595,81.2
"1606",1997-05-25,7313,10551,-30.7
"1607",1997-05-26,6976,10765,-35.2
"1608",1997-05-27,5951,12675,-53
"1609",1997-05-28,6095,7746,-21.3
"1610",1997-05-29,8401,8779,-4.3
"1611",1997-05-30,7271,6866,5.9
"1612",1997-05-31,8155,7835,4.1
"1613",1997-06-01,8764,11868,-26.2
"1614",1997-06-02,8524,12413,-31.3
"1615",1997-06-03,10326,11692,-11.7
"1616",1997-06-04,10212,11749,-13.1
"1617",1997-06-05,9628,11524,-16.5
"1618",1997-06-06,13543,10515,28.8
"1619",1997-06-07,14140,12289,15.1
"1620",1997-06-08,15357,15315,0.3
"1621",1997-06-09,14452,15776,-8.4
"1622",1997-06-10,13721,16560,-17.1
"1623",1997-06-11,11902,15976,-25.5
"1624",1997-06-12,12521,15992,-21.7
"1625",1997-06-13,12428,13780,-9.8
"1626",1997-06-14,13735,14482,-5.2
"1627",1997-06-15,14959,15472,-3.3
"1628",1997-06-16,16374,16811,-2.6
"1629",1997-06-17,16148,18124,-10.9
"1630",1997-06-18,15359,19465,-21.1
"1631",1997-06-19,14817,17851,-17
"1632",1997-06-20,14701,17186,-14.5
"1633",1997-06-21,16590,16278,1.9
"1634",1997-06-22,17130,15727,8.9
"1635",1997-06-23,17507,22907,-23.6
"1636",1997-06-24,17953,20226,-11.2
"1637",1997-06-25,17254,20940,-17.6
"1638",1997-06-26,15861,20899,-24.1
"1639",1997-06-27,15183,19513,-22.2
"1640",1997-06-28,17798,18139,-1.9
"1641",1997-06-29,20267,21713,-6.7
"1642",1997-06-30,21717,25453,-14.7
"1643",1997-07-01,21817,26722,-18.4
"1644",1997-07-02,20303,25229,-19.5
"1645",1997-07-03,18248,23702,-23
"1646",1997-07-04,25078,29741,-15.7
"1647",1997-07-05,24362,29933,-18.6
"1648",1997-07-06,22379,26658,-16.1
"1649",1997-07-07,21205,24575,-13.7
"1650",1997-07-08,21385,23378,-8.5
"1651",1997-07-09,21096,23818,-11.4
"1652",1997-07-10,19683,23800,-17.3
"1653",1997-07-11,18156,20704,-12.3
"1654",1997-07-12,19663,20249,-2.9
"1655",1997-07-13,20824,21306,-2.3
"1656",1997-07-14,21334,23182,-8
"1657",1997-07-15,22388,23577,-5
"1658",1997-07-16,20849,23749,-12.2
"1659",1997-07-17,18475,22667,-18.5
"1660",1997-07-18,16708,21196,-21.2
"1661",1997-07-19,19820,21282,-6.9
"1662",1997-07-20,21016,22676,-7.3
"1663",1997-07-21,23187,24502,-5.4
"1664",1997-07-22,22684,25571,-11.3
"1665",1997-07-23,20655,24369,-15.2
"1666",1997-07-24,18632,24798,-24.9
"1667",1997-07-25,19405,20951,-7.4
"1668",1997-07-26,22140,21582,2.6
"1669",1997-07-27,23630,23101,2.3
"1670",1997-07-28,23101,23110,0
"1671",1997-07-29,15758,25446,-38.1
"1672",1997-07-30,25849,24199,6.8
"1673",1997-07-31,18841,22421,-16
"1674",1997-08-01,18396,20181,-8.8
"1675",1997-08-02,19707,18900,4.3
"1676",1997-08-03,28267,21094,34
"1677",1997-08-04,29476,24448,20.6
"1678",1997-08-05,27011,26948,0.2
"1679",1997-08-06,30053,26448,13.6
"1680",1997-08-07,26460,25675,3.1
"1681",1997-08-08,24497,25073,-2.3
"1682",1997-08-09,21636,20576,5.2
"1683",1997-08-10,16004,23889,-33
"1684",1997-08-11,24878,23062,7.9
"1685",1997-08-12,25849,22993,12.4
"1686",1997-08-13,21633,23271,-7
"1687",1997-08-14,18681,21333,-12.4
"1688",1997-08-15,19199,19166,0.2
"1689",1997-08-16,18971,20263,-6.4
"1690",1997-08-17,19031,20703,-8.1
"1691",1997-08-18,18480,19295,-4.2
"1692",1997-08-19,17841,19161,-6.9
"1693",1997-08-20,17488,18181,-3.8
"1694",1997-08-21,15749,16847,-6.5
"1695",1997-08-22,15383,14962,2.8
"1696",1997-08-23,15419,15202,1.4
"1697",1997-08-24,13592,16722,-18.7
"1698",1997-08-25,13047,14331,-9
"1699",1997-08-26,12097,12599,-4
"1700",1997-08-27,11304,12298,-8.1
"1701",1997-08-28,9658,11458,-15.7
"1702",1997-08-29,11033,9070,21.6
"1703",1997-08-30,18631,13057,42.7
"1704",1997-08-31,19452,19221,1.2
"1705",1997-09-01,10108,17334,-41.7
"1706",1997-09-02,7627,12696,-39.9
"1707",1997-09-03,7824,8444,-7.3
"1708",1997-09-04,7860,8679,-9.4
"1709",1997-09-05,8524,8871,-3.9
"1710",1997-09-06,9727,8644,12.5
"1711",1997-09-07,10371,10076,2.9
"1712",1997-09-08,8374,10971,-23.7
"1713",1997-09-09,8984,8938,0.5
"1714",1997-09-10,8760,9629,-9
"1715",1997-09-11,7786,7662,1.6
"1716",1997-09-12,7890,8515,-7.3
"1717",1997-09-13,8606,7798,10.4
"1718",1997-09-14,8591,8810,-2.5
"1719",1997-09-15,7639,9184,-16.8
"1720",1997-09-16,8033,8579,-6.4
"1721",1997-09-17,7932,7330,8.2
"1722",1997-09-18,6826,7203,-5.2
"1723",1997-09-19,5621,6662,-15.6
"1724",1997-09-20,8067,6674,20.9
"1725",1997-09-21,6309,7204,-12.4
"1726",1997-09-22,4552,6436,-29.3
"1727",1997-09-23,7619,6214,22.6
"1728",1997-09-24,5728,6433,-11
"1729",1997-09-25,5520,4060,36
"1730",1997-09-26,5443,6300,-13.6
"1731",1997-09-27,5937,5592,6.2
"1732",1997-09-28,5633,6733,-16.3
"1733",1997-09-29,4972,5604,-11.3
"1734",1997-09-30,4708,4768,-1.3
"1735",1997-10-01,3815,4317,-11.6
"1736",1997-10-02,3714,3778,-1.7
"1737",1997-10-03,4213,3902,8
"1738",1997-10-04,5603,4417,26.9
"1739",1997-10-05,4780,5390,-11.3
"1740",1997-10-06,3543,4042,-12.3
"1741",1997-10-07,3909,3945,-0.9
"1742",1997-10-08,3085,3948,-21.9
"1743",1997-10-09,3707,3634,2
"1744",1997-10-10,3838,3459,11
"1745",1997-10-11,5365,4030,33.1
"1746",1997-10-12,2910,5806,-49.9
"1747",1997-10-13,2772,5213,-46.8
"1748",1997-10-14,2726,3257,-16.3
"1749",1997-10-15,2635,3485,-24.4
"1750",1997-10-16,3004,2618,14.7
"1751",1997-10-17,3526,2776,27
"1752",1997-10-18,3883,3387,14.6
"1753",1997-10-19,3119,3170,-1.6
"1754",1997-10-20,1885,1821,3.5
"1755",1997-10-21,2225,1725,29
"1756",1997-10-22,1995,2252,-11.4
"1757",1997-10-23,1470,2062,-28.7
"1758",1997-10-24,877,2090,-58
"1759",1997-10-25,1420,2081,-31.8
"1760",1997-10-26,1420,214,563.6
"1761",1997-10-27,1182,1282,-7.8
"1762",1997-10-28,1400,1417,-1.2
"1763",1997-10-29,1442,890,62
"1764",1997-10-30,1315,1225,7.3
"1765",1997-10-31,1171,1162,0.8
"1766",1997-11-01,1447,1377,5.1
"1767",1997-11-02,1050,1966,-46.6
"1768",1997-11-03,928,1719,-46
"1769",1997-11-04,1061,1306,-18.8
"1770",1997-11-05,1247,1047,19.1
"1771",1997-11-06,1223,1255,-2.5
"1772",1997-11-07,1333,1125,18.5
"1773",1997-11-08,1020,1431,-28.7
"1774",1997-11-09,996,1248,-20.2
"1775",1997-11-10,896,1133,-20.9
"1776",1997-11-11,1061,1069,-0.7
"1777",1997-11-12,888,1209,-26.6
"1778",1997-11-13,472,1242,-62
"1779",1997-11-14,472,823,-42.6
"1780",1997-11-15,934,831,12.4
"1781",1997-11-16,1070,572,87.1
"1782",1997-11-17,788,943,-16.4
"1783",1997-11-18,834,894,-6.7
"1784",1997-11-19,707,885,-20.1
"1785",1997-11-20,899,923,-2.6
"1786",1997-11-21,761,904,-15.8
"1787",1997-11-22,791,720,9.9
"1788",1997-11-23,1028,669,53.7
"1789",1997-11-24,966,866,11.5
"1790",1997-11-25,982,915,7.3
"1791",1997-11-26,812,1098,-26
"1792",1997-11-27,1034,1127,-8.3
"1793",1997-11-28,2093,939,122.9
"1794",1997-11-29,1814,1657,9.5
"1795",1997-11-30,1247,1736,-28.2
"1796",1997-12-01,653,993,-34.2
"1797",1997-12-02,639,912,-29.9
"1798",1997-12-03,731,1009,-27.6
"1799",1997-12-04,504,1128,-55.3
"1800",1997-12-05,696,1136,-38.7
"1801",1997-12-06,629,1358,-53.7
"1802",1997-12-07,650,693,-6.2
"1803",1997-12-08,450,664,-32.2
"1804",1997-12-09,499,793,-37.1
"1805",1997-12-10,459,842,-45.5
"1806",1997-12-11,534,977,-45.3
"1807",1997-12-12,510,915,-44.3
"1808",1997-12-13,1053,1101,-4.4
"1809",1997-12-14,1379,197,600
"1810",1997-12-15,669,407,64.4
"1811",1997-12-16,742,548,35.4
"1812",1997-12-17,553,143,286.7
"1813",1997-12-18,650,326,99.4
"1814",1997-12-19,553,459,20.5
"1815",1997-12-20,874,818,6.8
"1816",1997-12-21,1020,199,412.6
"1817",1997-12-22,696,502,38.6
"1818",1997-12-23,707,804,-12.1
"1819",1997-12-24,413,475,-13.1
"1820",1997-12-25,540,27,1900
"1821",1997-12-26,1409,877,60.7
"1822",1997-12-27,1325,1298,2.1
"1823",1997-12-28,1239,1366,-9.3
"1824",1997-12-29,972,1150,-15.5
"1825",1997-12-30,955,1217,-21.5
"1826",1997-12-31,1285,1144,12.3
"1827",1998-01-01,1716,945,81.6
"1828",1998-01-02,1262,818,54.3
"1829",1998-01-03,855,693,23.4
"1830",1998-01-04,662,326,103.1
"1831",1998-01-05,552,422,30.8
"1832",1998-01-06,648,499,29.9
"1833",1998-01-07,669,434,54.1
"1834",1998-01-08,496,376,31.9
"1835",1998-01-09,508,254,100
"1836",1998-01-10,460,223,106.3
"1837",1998-01-11,326,192,69.8
"1838",1998-01-12,448,158,183.5
"1839",1998-01-13,448,376,19.1
"1840",1998-01-14,436,518,-15.8
"1841",1998-01-15,564,393,43.5
"1842",1998-01-16,571,374,52.7
"1843",1998-01-17,824,578,42.6
"1844",1998-01-18,1267,847,49.6
"1845",1998-01-19,458,1255,-63.5
"1846",1998-01-20,312,859,-63.7
"1847",1998-01-21,504,810,-37.8
"1848",1998-01-22,585,633,-7.6
"1849",1998-01-23,412,736,-44
"1850",1998-01-24,528,544,-2.9
"1851",1998-01-25,561,480,16.9
"1852",1998-01-26,451,264,70.8
"1853",1998-01-27,619,422,46.7
"1854",1998-01-28,451,549,-17.9
"1855",1998-01-29,741,480,54.4
"1856",1998-01-30,708,547,29.4
"1857",1998-01-31,892,768,16.1
"1858",1998-02-01,1470,1050,40
"1859",1998-02-02,375,1375,-72.7
"1860",1998-02-03,1010,271,272.7
"1861",1998-02-04,700,492,42.3
"1862",1998-02-05,1050,680,54.4
"1863",1998-02-06,1159,627,84.8
"1864",1998-02-07,1646,840,96
"1865",1998-02-08,1601,1274,25.7
"1866",1998-02-09,1322,1117,18.4
"1867",1998-02-10,865,643,34.5
"1868",1998-02-11,828,736,12.5
"1869",1998-02-12,1111,775,43.4
"1870",1998-02-13,932,1081,-13.8
"1871",1998-02-14,1632,966,68.9
"1872",1998-02-15,1514,1293,17.1
"1873",1998-02-16,843,2315,-63.6
"1874",1998-02-17,604,1561,-61.3
"1875",1998-02-18,848,966,-12.2
"1876",1998-02-19,1150,1265,-9.1
"1877",1998-02-20,1131,1402,-19.3
"1878",1998-02-21,1722,1120,53.8
"1879",1998-02-22,1316,1458,-9.7
"1880",1998-02-23,672,1204,-44.2
"1881",1998-02-24,962,947,1.6
"1882",1998-02-25,336,1181,-71.5
"1883",1998-02-26,218,835,-73.9
"1884",1998-02-27,366,968,-62.2
"1885",1998-02-28,509,891,-42.9
"1886",1998-03-01,498,1475,-66.2
"1887",1998-03-02,470,1586,-70.4
"1888",1998-03-03,708,618,14.6
"1889",1998-03-04,369,1019,-63.8
"1890",1998-03-05,635,1059,-40
"1891",1998-03-06,624,1044,-40.2
"1892",1998-03-07,733,2069,-64.6
"1893",1998-03-08,1226,1808,-32.2
"1894",1998-03-09,702,1937,-63.8
"1895",1998-03-10,764,1742,-56.1
"1896",1998-03-11,767,1355,-43.4
"1897",1998-03-12,1058,963,9.9
"1898",1998-03-13,1240,971,27.7
"1899",1998-03-14,1503,1282,17.2
"1900",1998-03-15,1523,1621,-6
"1901",1998-03-16,1148,1968,-41.7
"1902",1998-03-17,826,1082,-23.7
"1903",1998-03-18,770,1286,-40.1
"1904",1998-03-19,1058,1649,-35.8
"1905",1998-03-20,2065,1943,6.3
"1906",1998-03-21,2826,1724,63.9
"1907",1998-03-22,2055,2762,-25.6
"1908",1998-03-23,1111,2749,-59.6
"1909",1998-03-24,1775,1467,21
"1910",1998-03-25,2006,2436,-17.7
"1911",1998-03-26,1601,2691,-40.5
"1912",1998-03-27,1900,2240,-15.2
"1913",1998-03-28,784,2970,-73.6
"1914",1998-03-29,705,2976,-76.3
"1915",1998-03-30,681,2660,-74.4
"1916",1998-03-31,1319,2399,-45
"1917",1998-04-01,1479,1609,-8.1
"1918",1998-04-02,1613,1668,-3.3
"1919",1998-04-03,1902,1825,4.2
"1920",1998-04-04,2399,1741,37.8
"1921",1998-04-05,2017,164,1129.9
"1922",1998-04-06,1767,337,424.3
"1923",1998-04-07,1439,710,102.7
"1924",1998-04-08,1449,1053,37.6
"1925",1998-04-09,2170,661,228.3
"1926",1998-04-10,3191,591,439.9
"1927",1998-04-11,4350,1323,228.8
"1928",1998-04-12,3269,1282,155
"1929",1998-04-13,1987,1695,17.2
"1930",1998-04-14,1725,1277,35.1
"1931",1998-04-15,1374,1289,6.6
"1932",1998-04-16,1973,1360,45.1
"1933",1998-04-17,1849,1689,9.5
"1934",1998-04-18,2816,2135,31.9
"1935",1998-04-19,2173,3037,-28.4
"1936",1998-04-20,1778,3042,-41.6
"1937",1998-04-21,1970,2070,-4.8
"1938",1998-04-22,2288,1883,21.5
"1939",1998-04-23,2025,2046,-1
"1940",1998-04-24,2262,2059,9.9
"1941",1998-04-25,3604,2429,48.4
"1942",1998-04-26,2896,3195,-9.4
"1943",1998-04-27,2328,3531,-34.1
"1944",1998-04-28,2911,2083,39.8
"1945",1998-04-29,2446,1836,33.2
"1946",1998-04-30,2332,2681,-13
"1947",1998-05-01,2882,1668,72.8
"1948",1998-05-02,3758,2382,57.8
"1949",1998-05-03,4356,3410,27.7
"1950",1998-05-04,2891,4042,-28.5
"1951",1998-05-05,3086,2822,9.4
"1952",1998-05-06,3060,3136,-2.4
"1953",1998-05-07,2914,2929,-0.5
"1954",1998-05-08,2977,2819,5.6
"1955",1998-05-09,4395,3462,26.9
"1956",1998-05-10,6108,4376,39.6
"1957",1998-05-11,2839,5191,-45.3
"1958",1998-05-12,4384,3718,17.9
"1959",1998-05-13,4614,4088,12.9
"1960",1998-05-14,4226,4084,3.5
"1961",1998-05-15,4972,4263,16.6
"1962",1998-05-16,7191,4555,57.9
"1963",1998-05-17,7484,6936,7.9
"1964",1998-05-18,5851,4926,18.8
"1965",1998-05-19,6047,5279,14.5
"1966",1998-05-20,5769,5876,-1.8
"1967",1998-05-21,5435,5733,-5.2
"1968",1998-05-22,6896,4525,52.4
"1969",1998-05-23,10900,7371,47.9
"1970",1998-05-24,15059,10140,48.5
"1971",1998-05-25,10473,7313,43.2
"1972",1998-05-26,6833,6976,-2
"1973",1998-05-27,7571,5951,27.2
"1974",1998-05-28,7575,6095,24.3
"1975",1998-05-29,7800,8401,-7.2
"1976",1998-05-30,9246,7271,27.2
"1977",1998-05-31,10170,8155,24.7
"1978",1998-06-01,11506,8764,31.3
"1979",1998-06-02,10541,8524,23.7
"1980",1998-06-03,11931,10326,15.5
"1981",1998-06-04,14714,10212,44.1
"1982",1998-06-05,14048,9628,45.9
"1983",1998-06-06,17065,13543,26
"1984",1998-06-07,11321,14140,-19.9
"1985",1998-06-08,15838,15357,3.1
"1986",1998-06-09,17210,14452,19.1
"1987",1998-06-10,15739,13721,14.7
"1988",1998-06-11,13816,11902,16.1
"1989",1998-06-12,15341,12521,22.5
"1990",1998-06-13,14923,12428,20.1
"1991",1998-06-14,17724,13735,29
"1992",1998-06-15,19605,14959,31.1
"1993",1998-06-16,19903,16374,21.6
"1994",1998-06-17,14595,16148,-9.6
"1995",1998-06-18,14786,15359,-3.7
"1996",1998-06-19,18804,14817,26.9
"1997",1998-06-20,18508,14701,25.9
"1998",1998-06-21,19303,16590,16.4
"1999",1998-06-22,19290,17130,12.6
"2000",1998-06-23,20149,17507,15.1
"2001",1998-06-24,17715,17953,-1.3
"2002",1998-06-25,18485,17254,7.1
"2003",1998-06-26,17993,15861,13.4
"2004",1998-06-27,20035,15183,32
"2005",1998-06-28,21355,17798,20
"2006",1998-06-29,22569,20267,11.4
"2007",1998-06-30,22670,21717,4.4
"2008",1998-07-01,20171,21817,-7.5
"2009",1998-07-02,19124,20303,-5.8
"2010",1998-07-03,34462,18248,88.9
"2011",1998-07-04,29841,25078,19
"2012",1998-07-05,33012,24362,35.5
"2013",1998-07-06,23121,22379,3.3
"2014",1998-07-07,25599,21205,20.7
"2015",1998-07-08,22247,21385,4
"2016",1998-07-09,23268,21096,10.3
"2017",1998-07-10,24740,19683,25.7
"2018",1998-07-11,23164,18156,27.6
"2019",1998-07-12,23981,19663,22
"2020",1998-07-13,26322,20824,26.4
"2021",1998-07-14,25682,21334,20.4
"2022",1998-07-15,24349,22388,8.8
"2023",1998-07-16,22121,20849,6.1
"2024",1998-07-17,21327,18475,15.4
"2025",1998-07-18,23323,16708,39.6
"2026",1998-07-19,24472,19820,23.5
"2027",1998-07-20,25440,21016,21.1
"2028",1998-07-21,26430,23187,14
"2029",1998-07-22,24824,22684,9.4
"2030",1998-07-23,23458,20655,13.6
"2031",1998-07-24,23282,18632,25
"2032",1998-07-25,25922,19405,33.6
"2033",1998-07-26,27518,22140,24.3
"2034",1998-07-27,27402,23630,16
"2035",1998-07-28,24882,23101,7.7
"2036",1998-07-29,18873,15758,19.8
"2037",1998-07-30,26616,25849,3
"2038",1998-07-31,25772,18841,36.8
"2039",1998-08-01,25220,18396,37.1
"2040",1998-08-02,30133,19707,52.9
"2041",1998-08-03,23122,28267,-18.2
"2042",1998-08-04,28213,29476,-4.3
"2043",1998-08-05,29897,27011,10.7
"2044",1998-08-06,32285,30053,7.4
"2045",1998-08-07,25589,26460,-3.3
"2046",1998-08-08,27825,24497,13.6
"2047",1998-08-09,32790,21636,51.6
"2048",1998-08-10,22417,16004,40.1
"2049",1998-08-11,26871,24878,8
"2050",1998-08-12,24417,25849,-5.5
"2051",1998-08-13,22040,21633,1.9
"2052",1998-08-14,21354,18681,14.3
"2053",1998-08-15,21803,19199,13.6
"2054",1998-08-16,20594,18971,8.6
"2055",1998-08-17,19472,19031,2.3
"2056",1998-08-18,19780,18480,7
"2057",1998-08-19,19123,17841,7.2
"2058",1998-08-20,16344,17488,-6.5
"2059",1998-08-21,16962,15749,7.7
"2060",1998-08-22,18550,15383,20.6
"2061",1998-08-23,15431,15419,0.1
"2062",1998-08-24,14450,13592,6.3
"2063",1998-08-25,14636,13047,12.2
"2064",1998-08-26,13188,12097,9
"2065",1998-08-27,11792,11304,4.3
"2066",1998-08-28,12051,9658,24.8
"2067",1998-08-29,11475,11033,4
"2068",1998-08-30,13009,18631,-30.2
"2069",1998-08-31,10186,19452,-47.6
"2070",1998-09-01,8654,10108,-14.4
"2071",1998-09-02,8671,7627,13.7
"2072",1998-09-03,8707,7824,11.3
"2073",1998-09-04,9863,7860,25.5
"2074",1998-09-05,16743,8524,96.4
"2075",1998-09-06,19023,9727,95.6
"2076",1998-09-07,12032,10371,16
"2077",1998-09-08,9187,8374,9.7
"2078",1998-09-09,10098,8984,12.4
"2079",1998-09-10,10423,8760,19
"2080",1998-09-11,10077,7786,29.4
"2081",1998-09-12,11196,7890,41.9
"2082",1998-09-13,11209,8606,30.2
"2083",1998-09-14,16060,8591,86.9
"2084",1998-09-15,10536,7639,37.9
"2085",1998-09-16,10163,8033,26.5
"2086",1998-09-17,9942,7932,25.3
"2087",1998-09-18,9875,6826,44.7
"2088",1998-09-19,10059,5621,79
"2089",1998-09-20,7221,8067,-10.5
"2090",1998-09-21,8062,6309,27.8
"2091",1998-09-22,10880,4552,139
"2092",1998-09-23,8139,7619,6.8
"2093",1998-09-24,7810,5728,36.3
"2094",1998-09-25,7396,5520,34
"2095",1998-09-26,7825,5443,43.8
"2096",1998-09-27,7660,5937,29
"2097",1998-09-28,6841,5633,21.4
"2098",1998-09-29,8223,4972,65.4
"2099",1998-09-30,5650,4708,20
"2100",1998-10-01,4936,3815,29.4
"2101",1998-10-02,3324,3714,-10.5
"2102",1998-10-03,4561,4213,8.3
"2103",1998-10-04,4293,5603,-23.4
"2104",1998-10-05,3859,4780,-19.3
"2105",1998-10-06,4709,3543,32.9
"2106",1998-10-07,4150,3909,6.2
"2107",1998-10-08,4139,3085,34.2
"2108",1998-10-09,4211,3707,13.6
"2109",1998-10-10,5910,3838,54
"2110",1998-10-11,4226,5365,-21.2
"2111",1998-10-12,3975,2910,36.6
