"","Date","DailyVisits","VisitsLastYear","%ChangeVisits"
"6889",2011-11-11,2340,1399,67.3
"6890",2011-11-12,2287,1957,16.9
"6891",2011-11-13,1872,2450,-23.6
"6892",2011-11-14,1444,1515,-4.7
"6893",2011-11-15,1201,1158,3.7
"6894",2011-11-16,1152,1058,8.9
"6895",2011-11-17,1258,1185,6.2
"6896",2011-11-18,1183,1404,-15.7
"6897",2011-11-19,531,1552,-65.8
"6898",2011-11-20,1266,1440,-12.1
"6899",2011-11-21,1150,1476,-22.1
"6900",2011-11-22,1317,925,42.4
"6901",2011-11-23,1460,1053,38.7
"6902",2011-11-24,1396,931,49.9
"6903",2011-11-25,2689,866,210.5
"6904",2011-11-26,2341,2336,0.2
"6905",2011-11-27,1514,2168,-30.2
"6906",2011-11-28,1066,923,15.5
"6907",2011-11-29,928,518,79.2
"6908",2011-11-30,941,618,52.3
"6909",2011-12-01,969,715,35.5
"6910",2011-12-02,835,969,-13.8
"6911",2011-12-03,993,892,11.3
"6912",2011-12-04,618,1047,-41
"6913",2011-12-05,580,877,-33.9
"6914",2011-12-06,966,799,20.9
"6915",2011-12-07,850,874,-2.7
"6916",2011-12-08,1023,815,25.5
"6917",2011-12-09,805,783,2.8
"6918",2011-12-10,962,1023,-6
"6919",2011-12-11,920,864,6.5
"6920",2011-12-12,734,687,6.8
"6921",2011-12-13,764,604,26.5
"6922",2011-12-14,947,926,2.3
"6923",2011-12-15,896,737,21.6
"6924",2011-12-16,1093,1042,4.9
"6925",2011-12-17,1514,807,87.6
"6926",2011-12-18,1317,1107,19
"6927",2011-12-19,928,896,3.6
"6928",2011-12-20,1171,777,50.7
"6929",2011-12-21,804,675,19.1
"6930",2011-12-22,928,818,13.4
"6931",2011-12-23,1228,334,267.7
"6932",2011-12-24,834,623,33.9
"6933",2011-12-25,612,585,4.6
"6934",2011-12-26,1553,1393,11.5
"6935",2011-12-27,1790,2640,-32.2
"6936",2011-12-28,2245,1882,19.3
"6937",2011-12-29,1798,1641,9.6
"6938",2011-12-30,2213,542,308.3
"6939",2011-12-31,1479,256,477.7
"6940",2012-01-01,1461,866,68.7
"6941",2012-01-02,1015,919,10.4
"6942",2012-01-03,1072,891,20.3
"6943",2012-01-04,1264,943,34
"6944",2012-01-05,1181,912,29.5
"6945",2012-01-06,1108,960,15.4
"6946",2012-01-07,1176,924,27.3
"6947",2012-01-08,1128,753,49.8
"6948",2012-01-09,1048,412,154.4
"6949",2012-01-10,1020,528,93.2
"6950",2012-01-11,633,508,24.6
"6951",2012-01-12,852,575,48.2
"6952",2012-01-13,780,830,-6
"6953",2012-01-14,1236,768,60.9
"6954",2012-01-15,1283,799,60.6
"6955",2012-01-16,484,959,-49.5
"6956",2012-01-17,705,576,22.4
"6957",2012-01-18,686,640,7.2
"6958",2012-01-19,583,607,-4
"6959",2012-01-20,604,648,-6.8
"6960",2012-01-21,1096,758,44.6
"6961",2012-01-22,525,676,-22.3
"6962",2012-01-23,616,374,64.7
"6963",2012-01-24,657,319,106
"6964",2012-01-25,830,1336,-37.9
"6965",2012-01-26,921,842,9.4
"6966",2012-01-27,981,873,12.4
"6967",2012-01-28,1428,1077,32.6
"6968",2012-01-29,1152,812,41.9
"6969",2012-01-30,820,384,113.5
"6970",2012-01-31,936,477,96.2
"6971",2012-02-01,1411,747,88.9
"6972",2012-02-02,979,758,29.2
"6973",2012-02-03,1208,828,45.9
"6974",2012-02-04,1314,999,31.5
"6975",2012-02-05,1382,1027,34.6
"6976",2012-02-06,1122,562,99.6
"6977",2012-02-07,798,532,50
"6978",2012-02-08,1137,772,47.3
"6979",2012-02-09,999,865,15.5
"6980",2012-02-10,912,1022,-10.8
"6981",2012-02-11,1511,1052,43.6
"6982",2012-02-12,1343,1842,-27.1
"6983",2012-02-13,1055,1666,-36.7
"6984",2012-02-14,1150,1016,13.2
"6985",2012-02-15,1030,1246,-17.3
"6986",2012-02-16,1080,1150,-6.1
"6987",2012-02-17,1464,1038,41
"6988",2012-02-18,2984,1248,139.1
"6989",2012-02-19,2251,1649,36.5
"6990",2012-02-20,971,529,83.6
"6991",2012-02-21,1201,814,47.5
"6992",2012-02-22,1022,898,13.8
"6993",2012-02-23,1002,1050,-4.6
"6994",2012-02-24,752,630,19.4
"6995",2012-02-25,1843,820,124.8
"6996",2012-02-26,1150,1428,-19.5
"6997",2012-02-27,991,1094,-9.4
"6998",2012-02-28,786,848,-7.3
"6999",2012-02-29,963,0,Inf
"7000",2012-03-01,1279,971,31.7
"7001",2012-03-02,1344,929,44.7
"7002",2012-03-03,1705,1129,51
"7003",2012-03-04,1576,1087,45
"7004",2012-03-05,1489,1276,16.7
"7005",2012-03-06,1394,977,42.7
"7006",2012-03-07,1088,901,20.8
"7007",2012-03-08,1674,954,75.5
"7008",2012-03-09,2091,1327,57.6
"7009",2012-03-10,3732,1321,182.5
"7010",2012-03-11,3239,1481,118.7
"7011",2012-03-12,2145,2424,-11.5
"7012",2012-03-13,1932,2354,-17.9
"7013",2012-03-14,2169,1748,24.1
"7014",2012-03-15,2170,1884,15.2
"7015",2012-03-16,2959,2109,40.3
"7016",2012-03-17,4540,2102,116
"7017",2012-03-18,3240,3030,6.9
"7018",2012-03-19,1892,4076,-53.6
"7019",2012-03-20,2262,2858,-20.9
"7020",2012-03-21,2220,1985,11.8
"7021",2012-03-22,2598,1828,42.1
"7022",2012-03-23,2597,1716,51.3
"7023",2012-03-24,4531,1708,165.3
"7024",2012-03-25,3940,1980,99
"7025",2012-03-26,2424,1512,60.3
"7026",2012-03-27,3131,1710,83.1
"7027",2012-03-28,3102,1601,93.8
"7028",2012-03-29,2931,2408,21.7
"7029",2012-03-30,3234,2410,34.2
"7030",2012-03-31,5003,2058,143.1
"7031",2012-04-01,4144,2338,77.2
"7032",2012-04-02,2076,3833,-45.8
"7033",2012-04-03,3512,1903,84.6
"7034",2012-04-04,2898,1852,56.5
"7035",2012-04-05,3199,2224,43.8
"7036",2012-04-06,3850,2260,70.4
"7037",2012-04-07,4406,1771,148.8
"7038",2012-04-08,4361,2187,99.4
"7039",2012-04-09,2643,2213,19.4
"7040",2012-04-10,2659,2017,31.8
"7041",2012-04-11,2540,2289,11
"7042",2012-04-12,2025,2109,-4
"7043",2012-04-13,2813,1711,64.4
"7044",2012-04-14,2495,1306,91
"7045",2012-04-15,2143,2383,-10.1
"7046",2012-04-16,2436,3704,-34.2
"7047",2012-04-17,2343,2904,-19.3
"7048",2012-04-18,2405,1918,25.4
"7049",2012-04-19,2522,3329,-24.2
"7050",2012-04-20,2924,3187,-8.3
"7051",2012-04-21,4102,2704,51.7
"7052",2012-04-22,4119,3272,25.9
"7053",2012-04-23,3301,4848,-31.9
"7054",2012-04-24,3450,4441,-22.3
"7055",2012-04-25,3073,2672,15
"7056",2012-04-26,3076,2777,10.8
"7057",2012-04-27,2643,2589,2.1
"7058",2012-04-28,4096,3688,11.1
"7059",2012-04-29,3945,3308,19.3
"7060",2012-04-30,3600,3238,11.2
"7061",2012-05-01,3468,3288,5.5
"7062",2012-05-02,3682,3528,4.4
"7063",2012-05-03,4110,3699,11.1
"7064",2012-05-04,4514,3459,30.5
"7065",2012-05-05,4691,3718,26.2
"7066",2012-05-06,7012,3938,78.1
"7067",2012-05-07,4504,5110,-11.9
"7068",2012-05-08,4638,6320,-26.6
"7069",2012-05-09,5047,3688,36.8
"7070",2012-05-10,4716,4531,4.1
"7071",2012-05-11,5220,4505,15.9
"7072",2012-05-12,6274,4190,49.7
"7073",2012-05-13,7217,5691,26.8
"7074",2012-05-14,6536,5340,22.4
"7075",2012-05-15,6711,6589,1.9
"7076",2012-05-16,6856,6213,10.3
"7077",2012-05-17,7000,6196,13
"7078",2012-05-18,7061,6192,14
"7079",2012-05-19,8554,4706,81.8
"7080",2012-05-20,10132,5263,92.5
"7081",2012-05-21,8854,7046,25.7
"7082",2012-05-22,8726,8066,8.2
"7083",2012-05-23,8556,7647,11.9
"7084",2012-05-24,7051,5245,34.4
"7085",2012-05-25,8928,9423,-5.3
"7086",2012-05-26,13746,8097,69.8
"7087",2012-05-27,21916,9541,129.7
"7088",2012-05-28,12547,15389,-18.5
"7089",2012-05-29,10643,10223,4.1
"7090",2012-05-30,8483,12734,-33.4
"7091",2012-05-31,10537,9938,6
"7092",2012-06-01,12314,10923,12.7
"7093",2012-06-02,15045,12893,16.7
"7094",2012-06-03,16227,12649,28.3
"7095",2012-06-04,14828,14578,1.7
"7096",2012-06-05,14925,15826,-5.7
"7097",2012-06-06,13964,17586,-20.6
"7098",2012-06-07,12528,15814,-20.8
"7099",2012-06-08,12461,13701,-9.1
"7100",2012-06-09,18083,11813,53.1
"7101",2012-06-10,17246,15297,12.7
"7102",2012-06-11,18484,16549,11.7
"7103",2012-06-12,17448,16318,6.9
"7104",2012-06-13,16383,17040,-3.9
"7105",2012-06-14,17311,16426,5.4
"7106",2012-06-15,16717,17514,-4.6
"7107",2012-06-16,20375,14550,40
"7108",2012-06-17,19517,16321,19.6
"7109",2012-06-18,19906,18275,8.9
"7110",2012-06-19,20026,17470,14.6
"7111",2012-06-20,19163,16377,17
"7112",2012-06-21,19727,19244,2.5
"7113",2012-06-22,19728,21560,-8.5
"7114",2012-06-23,21642,19193,12.8
"7115",2012-06-24,20757,18783,10.5
"7116",2012-06-25,21138,20029,5.5
"7117",2012-06-26,21176,19859,6.6
"7118",2012-06-27,20915,22005,-5
"7119",2012-06-28,19430,20995,-7.5
"7120",2012-06-29,20263,19359,4.7
"7121",2012-06-30,23346,18009,29.6
"7122",2012-07-01,27206,20136,35.1
"7123",2012-07-02,26875,27111,-0.9
"7124",2012-07-03,27663,35563,-22.2
"7125",2012-07-04,31736,28778,10.3
"7126",2012-07-05,24883,21868,13.8
"7127",2012-07-06,24876,23674,5.1
"7128",2012-07-07,24336,24615,-1.1
"7129",2012-07-08,23670,22212,6.6
"7130",2012-07-09,24760,24328,1.8
"7131",2012-07-10,23971,23612,1.5
"7132",2012-07-11,23109,22553,2.5
"7133",2012-07-12,28757,22659,26.9
"7134",2012-07-13,22960,23618,-2.8
"7135",2012-07-14,25619,25212,1.6
"7136",2012-07-15,24505,24424,0.3
"7137",2012-07-16,25168,25329,-0.6
"7138",2012-07-17,23848,24063,-0.9
"7139",2012-07-18,24375,25527,-4.5
"7140",2012-07-19,22398,25559,-12.4
"7141",2012-07-20,23124,27865,-17
"7142",2012-07-21,25304,23708,6.7
"7143",2012-07-22,25877,24407,6
"7144",2012-07-23,27507,24753,11.1
"7145",2012-07-24,25329,25129,0.8
"7146",2012-07-25,21761,24838,-12.4
"7147",2012-07-26,25675,25302,1.5
"7148",2012-07-27,24186,23762,1.8
"7149",2012-07-28,26853,22008,22
"7150",2012-07-29,24648,23400,5.3
"7151",2012-07-30,25408,25032,1.5
"7152",2012-07-31,24574,24515,0.2
"7153",2012-08-01,21274,23135,-8
"7154",2012-08-02,21475,24314,-11.7
"7155",2012-08-03,22206,20606,7.8
"7156",2012-08-04,24466,19054,28.4
"7157",2012-08-05,32436,22225,45.9
"7158",2012-08-06,33993,20117,69
"7159",2012-08-07,26462,29864,-11.4
"7160",2012-08-08,31340,32156,-2.5
"7161",2012-08-09,28896,30313,-4.7
"7162",2012-08-10,25825,30834,-16.2
"7163",2012-08-11,20709,29117,-28.9
"7164",2012-08-12,19754,26182,-24.6
"7165",2012-08-13,19231,22248,-13.6
"7166",2012-08-14,19715,18417,7
"7167",2012-08-15,17383,18600,-6.5
"7168",2012-08-16,18238,18885,-3.4
"7169",2012-08-17,18704,17903,4.5
"7170",2012-08-18,19387,17498,10.8
"7171",2012-08-19,17916,16482,8.7
"7172",2012-08-20,17497,18784,-6.9
"7173",2012-08-21,17174,15773,8.9
"7174",2012-08-22,14752,18478,-20.2
"7175",2012-08-23,14747,16782,-12.1
"7176",2012-08-24,14530,11387,27.6
"7177",2012-08-25,16226,13295,22
"7178",2012-08-26,14595,11106,31.4
"7179",2012-08-27,12746,14782,-13.8
"7180",2012-08-28,12755,13442,-5.1
"7181",2012-08-29,11983,9438,27
"7182",2012-08-30,11341,12714,-10.8
"7183",2012-08-31,14633,10671,37.1
"7184",2012-09-01,19514,8545,128.4
"7185",2012-09-02,20851,11706,78.1
"7186",2012-09-03,12955,19220,-32.6
"7187",2012-09-04,10202,19724,-48.3
"7188",2012-09-05,10862,13394,-18.9
"7189",2012-09-06,10790,10244,5.3
"7190",2012-09-07,11074,11068,0.1
"7191",2012-09-08,12749,11472,11.1
"7192",2012-09-09,11665,11757,-0.8
"7193",2012-09-10,11088,12891,-14
"7194",2012-09-11,11709,13163,-11
"7195",2012-09-12,10060,11202,-10.2
"7196",2012-09-13,10324,11502,-10.2
"7197",2012-09-14,10250,8659,18.4
"7198",2012-09-15,11669,8837,32
"7199",2012-09-16,9774,11972,-18.4
"7200",2012-09-17,9106,9807,-7.1
"7201",2012-09-18,9902,11192,-11.5
"7202",2012-09-19,10615,9770,8.6
"7203",2012-09-20,9343,8601,8.6
"7204",2012-09-21,11936,8557,39.5
"7205",2012-09-22,11366,8431,34.8
"7206",2012-09-23,10550,8869,19
"7207",2012-09-24,8514,11158,-23.7
"7208",2012-09-25,8845,10717,-17.5
"7209",2012-09-26,7912,8738,-9.5
"7210",2012-09-27,7067,8277,-14.6
"7211",2012-09-28,7373,6689,10.2
"7212",2012-09-29,7547,6671,13.1
"7213",2012-09-30,8325,7219,15.3
"7214",2012-10-01,6186,7834,-21
"7215",2012-10-02,6586,6960,-5.4
"7216",2012-10-03,5039,5863,-14.1
"7217",2012-10-04,5283,6043,-12.6
"7218",2012-10-05,4810,6880,-30.1
"7219",2012-10-06,7149,4630,54.4
"7220",2012-10-07,5964,5523,8
"7221",2012-10-08,4338,5752,-24.6
"7222",2012-10-09,4198,5276,-20.4
"7223",2012-10-10,4571,5760,-20.6
"7224",2012-10-11,3980,4695,-15.2
"7225",2012-10-12,5007,4287,16.8
"7226",2012-10-13,4977,4625,7.6
"7227",2012-10-14,4660,4273,9.1
"7228",2012-10-15,3738,5759,-35.1
"7229",2012-10-16,3517,4256,-17.4
"7230",2012-10-17,3326,3105,7.1
"7231",2012-10-18,3674,3856,-4.7
"7232",2012-10-19,5586,3484,60.3
"7233",2012-10-20,5900,4025,46.6
"7234",2012-10-21,2979,4551,-34.5
"7235",2012-10-22,2354,5114,-54
"7236",2012-10-23,2822,3487,-19.1
"7237",2012-10-24,2057,2530,-18.7
"7238",2012-10-25,2100,2300,-8.7
"7239",2012-10-26,2942,2220,32.5
"7240",2012-10-27,3230,2267,42.5
"7241",2012-10-28,2462,2605,-5.5
"7242",2012-10-29,2007,2660,-24.5
"7243",2012-10-30,1885,2289,-17.6
"7244",2012-10-31,1646,1687,-2.4
"7245",2012-11-01,1434,1546,-7.2
"7246",2012-11-02,2072,1763,17.5
"7247",2012-11-03,2913,1725,68.9
"7248",2012-11-04,2071,1900,9
"7249",2012-11-05,1633,2045,-20.1
"7250",2012-11-06,2065,1793,15.2
"7251",2012-11-07,1873,1431,30.9
"7252",2012-11-08,1730,1657,4.4
"7253",2012-11-09,1631,1674,-2.6
"7254",2012-11-10,914,1463,-37.5
"7255",2012-11-11,1374,2340,-41.3
"7256",2012-11-12,1255,2287,-45.1
"7257",2012-11-13,1290,1872,-31.1
"7258",2012-11-14,1350,1444,-6.5
"7259",2012-11-15,1536,1201,27.9
"7260",2012-11-16,1788,1152,55.2
"7261",2012-11-17,2340,1258,86
"7262",2012-11-18,1782,1183,50.6
"7263",2012-11-19,1876,531,253.3
"7264",2012-11-20,1882,1266,48.7
"7265",2012-11-21,1633,1150,42
"7266",2012-11-22,1779,1317,35.1
"7267",2012-11-23,1709,1460,17.1
"7268",2012-11-24,3226,1396,131.1
"7269",2012-11-25,947,2689,-64.8
"7270",2012-11-26,904,2341,-61.4
"7271",2012-11-27,1161,1514,-23.3
"7272",2012-11-28,1112,1066,4.3
"7273",2012-11-29,1290,928,39
"7274",2012-11-30,1303,941,38.5
"7275",2012-12-01,1598,969,64.9
"7276",2012-12-02,1432,835,71.5
"7277",2012-12-03,996,993,0.3
"7278",2012-12-04,1147,618,85.6
"7279",2012-12-05,1328,580,129
"7280",2012-12-06,1004,966,3.9
"7281",2012-12-07,1026,850,20.7
"7282",2012-12-08,774,1023,-24.3
"7283",2012-12-09,654,805,-18.8
"7284",2012-12-10,861,962,-10.5
"7285",2012-12-11,912,920,-0.9
"7286",2012-12-12,950,734,29.4
"7287",2012-12-13,961,764,25.8
"7288",2012-12-14,936,947,-1.2
"7289",2012-12-15,1271,896,41.9
"7290",2012-12-16,1007,1093,-7.9
"7291",2012-12-17,853,1514,-43.7
"7292",2012-12-18,1023,1317,-22.3
"7293",2012-12-19,1109,928,19.5
"7294",2012-12-20,918,1171,-21.6
"7295",2012-12-21,1352,804,68.2
"7296",2012-12-22,1790,928,92.9
"7297",2012-12-23,1325,1228,7.9
"7298",2012-12-24,772,834,-7.4
"7299",2012-12-25,432,612,-29.4
"7300",2012-12-26,1452,1553,-6.5
"7301",2012-12-27,1239,1790,-30.8
"7302",2012-12-28,1336,2245,-40.5
"7303",2012-12-29,2057,1798,14.4
"7304",2012-12-30,1872,2213,-15.4
"7305",2012-12-31,1366,1479,-7.6
"7306",2013-01-01,1015,1461,-30.5
"7307",2013-01-02,1072,1015,5.6
"7308",2013-01-03,1120,1072,4.5
"7309",2013-01-04,1265,1264,0.1
"7310",2013-01-05,1108,1181,-6.2
"7311",2013-01-06,1008,1108,-9
"7312",2013-01-07,898,1176,-23.6
"7313",2013-01-08,884,1128,-21.6
"7314",2013-01-09,993,1048,-5.2
"7315",2013-01-10,175,1020,-82.8
"7316",2013-01-11,372,633,-41.2
"7317",2013-01-12,518,852,-39.2
"7318",2013-01-13,612,780,-21.5
"7319",2013-01-14,585,1236,-52.7
"7320",2013-01-15,736,1283,-42.6
"7321",2013-01-16,703,484,45.2
"7322",2013-01-17,823,705,16.7
"7323",2013-01-18,859,686,25.2
"7324",2013-01-19,1504,583,158
"7325",2013-01-20,900,604,49
"7326",2013-01-21,636,1096,-42
"7327",2013-01-22,847,525,61.3
"7328",2013-01-23,720,616,16.9
"7329",2013-01-24,816,657,24.2
"7330",2013-01-25,993,830,19.6
"7331",2013-01-26,1418,921,54
"7332",2013-01-27,1329,981,35.5
"7333",2013-01-28,602,1428,-57.8
"7334",2013-01-29,888,1152,-22.9
"7335",2013-01-30,698,820,-14.9
"7336",2013-01-31,636,936,-32.1
"7337",2013-02-01,1103,1411,-21.8
"7338",2013-02-02,1678,979,71.4
"7339",2013-02-03,1243,1208,2.9
"7340",2013-02-04,943,1314,-28.2
"7341",2013-02-05,1117,1382,-19.2
"7342",2013-02-06,1117,1122,-0.4
"7343",2013-02-07,1282,798,60.7
"7344",2013-02-08,1134,1137,-0.3
"7345",2013-02-09,1058,999,5.9
"7346",2013-02-10,434,912,-52.4
"7347",2013-02-11,798,1511,-47.2
"7348",2013-02-12,1047,1343,-22
"7349",2013-02-13,979,1055,-7.2
"7350",2013-02-14,827,1150,-28.1
"7351",2013-02-15,1554,1030,50.9
"7352",2013-02-16,2612,1080,141.9
"7353",2013-02-17,2363,1464,61.4
"7354",2013-02-18,1164,2984,-61
"7355",2013-02-19,904,2251,-59.8
"7356",2013-02-20,882,971,-9.2
"7357",2013-02-21,908,1201,-24.4
"7358",2013-02-22,1074,1022,5.1
"7359",2013-02-23,1652,1002,64.9
"7360",2013-02-24,1150,752,52.9
"7361",2013-02-25,1066,1843,-42.2
"7362",2013-02-26,854,1150,-25.7
"7363",2013-02-27,1036,991,4.5
"7364",2013-02-28,1229,786,56.4
"7365",2013-03-01,1455,1279,13.8
"7366",2013-03-02,2611,1344,94.3
"7367",2013-03-03,2142,1705,25.6
"7368",2013-03-04,940,1576,-40.4
"7369",2013-03-05,1137,1489,-23.6
"7370",2013-03-06,1481,1394,6.2
"7371",2013-03-07,1460,1088,34.2
"7372",2013-03-08,1669,1674,-0.3
"7373",2013-03-09,2016,2091,-3.6
"7374",2013-03-10,2071,3732,-44.5
"7375",2013-03-11,1691,3239,-47.8
"7376",2013-03-12,1551,2145,-27.7
"7377",2013-03-13,2060,1932,6.6
"7378",2013-03-14,2058,2169,-5.1
"7379",2013-03-15,2899,2170,33.6
"7380",2013-03-16,2470,2959,-16.5
"7381",2013-03-17,1819,4540,-59.9
"7382",2013-03-18,2022,3240,-37.6
"7383",2013-03-19,1896,1892,0.2
"7384",2013-03-20,1882,2262,-16.8
"7385",2013-03-21,1662,2220,-25.1
"7386",2013-03-22,701,2598,-73
"7387",2013-03-23,3180,2597,22.4
"7388",2013-03-24,2332,4531,-48.5
"7389",2013-03-25,2887,3940,-26.7
"7390",2013-03-26,2763,2424,14
"7391",2013-03-27,2721,3131,-13.1
"7392",2013-03-28,2749,3102,-11.4
"7393",2013-03-29,4071,2931,38.9
"7394",2013-03-30,3972,3234,22.8
"7395",2013-03-31,3698,5003,-26.1
"7396",2013-04-01,2386,4144,-42.4
"7397",2013-04-02,2728,2076,31.4
"7398",2013-04-03,2691,3512,-23.4
"7399",2013-04-04,2736,2898,-5.6
"7400",2013-04-05,2778,3199,-13.2
"7401",2013-04-06,3418,3850,-11.2
"7402",2013-04-07,2391,4406,-45.7
"7403",2013-04-08,1919,4361,-56
"7404",2013-04-09,1782,2643,-32.6
"7405",2013-04-10,510,2659,-80.8
"7406",2013-04-11,1155,2540,-54.5
"7407",2013-04-12,1555,2025,-23.2
"7408",2013-04-13,2370,2813,-15.7
"7409",2013-04-14,1544,2495,-38.1
"7410",2013-04-15,1551,2143,-27.6
"7411",2013-04-16,1655,2436,-32.1
"7412",2013-04-17,934,2343,-60.1
"7413",2013-04-18,1449,2405,-39.8
"7414",2013-04-19,1988,2522,-21.2
"7415",2013-04-20,3214,2924,9.9
"7416",2013-04-21,1950,4102,-52.5
"7417",2013-04-22,2116,4119,-48.6
"7418",2013-04-23,2176,3301,-34.1
"7419",2013-04-24,2146,3450,-37.8
"7420",2013-04-25,3321,3073,8.1
"7421",2013-04-26,3353,3076,9
"7422",2013-04-27,5309,2643,100.9
"7423",2013-04-28,3550,4096,-13.3
"7424",2013-04-29,3002,3945,-23.9
"7425",2013-04-30,2836,3600,-21.2
"7426",2013-05-01,5093,3468,46.9
"7427",2013-05-02,3524,3682,-4.3
"7428",2013-05-03,3659,4110,-11
"7429",2013-05-04,5245,4514,16.2
"7430",2013-05-05,4583,4691,-2.3
"7431",2013-05-06,4337,7012,-38.1
"7432",2013-05-07,4337,4504,-3.7
"7433",2013-05-08,4200,4638,-9.4
"7434",2013-05-09,4208,5047,-16.6
"7435",2013-05-10,5132,4716,8.8
"7436",2013-05-11,6111,5220,17.1
"7437",2013-05-12,7409,6274,18.1
"7438",2013-05-13,5759,7217,-20.2
"7439",2013-05-14,5982,6536,-8.5
"7440",2013-05-15,5946,6711,-11.4
"7441",2013-05-16,5629,6856,-17.9
"7442",2013-05-17,7074,7000,1.1
"7443",2013-05-18,8209,7061,16.3
"7444",2013-05-19,7667,8554,-10.4
"7445",2013-05-20,7258,10132,-28.4
"7446",2013-05-21,7354,8854,-16.9
"7447",2013-05-22,8163,8726,-6.5
"7448",2013-05-23,7556,8556,-11.7
"7449",2013-05-24,9748,7051,38.2
"7450",2013-05-25,16859,8928,88.8
"7451",2013-05-26,15528,13746,13
"7452",2013-05-27,9479,21916,-56.7
"7453",2013-05-28,10091,12547,-19.6
"7454",2013-05-29,8651,10643,-18.7
"7455",2013-05-30,8687,8483,2.4
"7456",2013-05-31,8376,10537,-20.5
"7457",2013-06-01,14014,12314,13.8
"7458",2013-06-02,15504,15045,3.1
"7459",2013-06-03,14307,16227,-11.8
"7460",2013-06-04,14180,14828,-4.4
"7461",2013-06-05,13259,14925,-11.2
"7462",2013-06-06,14193,13964,1.6
"7463",2013-06-07,14509,12528,15.8
"7464",2013-06-08,17467,12461,40.2
"7465",2013-06-09,18451,18083,2
"7466",2013-06-10,19272,17246,11.7
"7467",2013-06-11,20746,18484,12.2
"7468",2013-06-12,18339,17448,5.1
"7469",2013-06-13,17710,16383,8.1
"7470",2013-06-14,19068,17311,10.1
"7471",2013-06-15,19393,16717,16
"7472",2013-06-16,20138,20375,-1.2
"7473",2013-06-17,19913,19517,2
"7474",2013-06-18,21440,19906,7.7
"7475",2013-06-19,20478,20026,2.3
"7476",2013-06-20,19931,19163,4
"7477",2013-06-21,17275,19727,-12.4
"7478",2013-06-22,20239,19728,2.6
"7479",2013-06-23,23218,21642,7.3
"7480",2013-06-24,20728,20757,-0.1
"7481",2013-06-25,26060,21138,23.3
"7482",2013-06-26,22034,21176,4.1
"7483",2013-06-27,21266,20915,1.7
"7484",2013-06-28,20975,19430,8
"7485",2013-06-29,22947,20263,13.2
"7486",2013-06-30,23796,23346,1.9
"7487",2013-07-01,25166,27206,-7.5
"7488",2013-07-02,24951,26875,-7.2
"7489",2013-07-03,26774,27663,-3.2
"7490",2013-07-04,34115,31736,7.5
"7491",2013-07-05,29729,24883,19.5
"7492",2013-07-06,28467,24876,14.4
"7493",2013-07-07,24503,24336,0.7
"7494",2013-07-08,22922,23670,-3.2
"7495",2013-07-09,24758,24760,0
"7496",2013-07-10,23941,23971,-0.1
"7497",2013-07-11,22772,23109,-1.5
"7498",2013-07-12,23516,28757,-18.2
"7499",2013-07-13,24366,22960,6.1
"7500",2013-07-14,21583,25619,-15.8
"7501",2013-07-15,25191,24505,2.8
"7502",2013-07-16,26579,25168,5.6
"7503",2013-07-17,24511,23848,2.8
"7504",2013-07-18,25581,24375,4.9
"7505",2013-07-19,24427,22398,9.1
"7506",2013-07-20,25818,23124,11.7
"7507",2013-07-21,25820,25304,2
"7508",2013-07-22,25679,25877,-0.8
"7509",2013-07-23,27341,27507,-0.6
"7510",2013-07-24,25306,25329,-0.1
"7511",2013-07-25,23966,21761,10.1
"7512",2013-07-26,25570,25675,-0.4
"7513",2013-07-27,25717,24186,6.3
"7514",2013-07-28,24285,26853,-9.6
"7515",2013-07-29,26416,24648,7.2
"7516",2013-07-30,25788,25408,1.5
"7517",2013-07-31,24517,24574,-0.2
"7518",2013-08-01,20585,21274,-3.2
"7519",2013-08-02,22439,21475,4.5
"7520",2013-08-03,26580,22206,19.7
"7521",2013-08-04,32690,24466,33.6
"7522",2013-08-05,34075,32436,5.1
"7523",2013-08-06,35757,33993,5.2
"7524",2013-08-07,28500,26462,7.7
"7525",2013-08-08,29065,31340,-7.3
"7526",2013-08-09,22968,28896,-20.5
"7527",2013-08-10,23790,25825,-7.9
"7528",2013-08-11,18796,20709,-9.2
"7529",2013-08-12,20902,19754,5.8
"7530",2013-08-13,19053,19231,-0.9
"7531",2013-08-14,19218,19715,-2.5
"7532",2013-08-15,19143,17383,10.1
"7533",2013-08-16,19974,18238,9.5
"7534",2013-08-17,20945,18704,12
"7535",2013-08-18,17561,19387,-9.4
"7536",2013-08-19,18053,17916,0.8
"7537",2013-08-20,16550,17497,-5.4
"7538",2013-08-21,15390,17174,-10.4
"7539",2013-08-22,15519,14752,5.2
"7540",2013-08-23,15852,14747,7.5
"7541",2013-08-24,17034,14530,17.2
"7542",2013-08-25,15183,16226,-6.4
"7543",2013-08-26,14162,14595,-3
"7544",2013-08-27,13237,12746,3.9
"7545",2013-08-28,11757,12755,-7.8
"7546",2013-08-29,12230,11983,2.1
"7547",2013-08-30,14542,11341,28.2
"7548",2013-08-31,23447,14633,60.2
"7549",2013-09-01,19961,19514,2.3
"7550",2013-09-02,13205,20851,-36.7
"7551",2013-09-03,10227,12955,-21.1
"7552",2013-09-04,10678,10202,4.7
"7553",2013-09-05,11563,10862,6.5
"7554",2013-09-06,10932,10790,1.3
"7555",2013-09-07,13100,11074,18.3
"7556",2013-09-08,10975,12749,-13.9
