Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jan 1993,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Daily Visitation,September 22,"7,873","8,509",-7.5
Daily Visitation,September 23,"11,516","7,160",60.8
Daily Visitation,September 24,"7,530","8,060",-6.6
Daily Visitation,September 25,"6,387","5,727",11.5
Daily Visitation,September 26,"10,351","6,520",58.8
Daily Visitation,September 27,"8,344","6,783",23.0
Daily Visitation,September 28,"7,433","7,426",0.1
Daily Visitation,September 29,"6,381","7,958",-19.8
Daily Visitation,September 30,"5,859","6,600",-11.2
Daily Visitation,September 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"247,747","247,860",0.0,"2,067,458","2,017,850",2.5,"2,212,178"
Non-Recreation Visitors,"33,784","33,799",0.0,"718,450","699,265",2.7,"778,618"
Total Visitors,"281,531","281,659",0.0,"2,785,908","2,717,115",2.5,"2,990,796"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Oct 2003,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,October 1,"4,755","4,771",-0.3
Daily Visitation,October 2,"4,941","5,010",-1.4
Daily Visitation,October 3,"5,144","5,081",1.2
Daily Visitation,October 4,"6,519","4,654",40.1
Daily Visitation,October 5,"5,749","5,167",11.3
Daily Visitation,October 6,"5,381","4,683",14.9
Daily Visitation,October 7,"4,969","4,541",9.4
Daily Visitation,October 8,"4,464","4,652",-4.0
Daily Visitation,October 9,"4,362","5,651",-22.8
Daily Visitation,October 10,"4,880","4,587",6.4
Daily Visitation,October 11,"6,110","4,655",31.3
Daily Visitation,October 12,"5,791","5,838",-0.8
Daily Visitation,October 13,"4,764","4,883",-2.4
Daily Visitation,October 14,"3,917","4,060",-3.5
Daily Visitation,October 15,"5,267","3,340",57.7
Daily Visitation,October 16,"4,156","3,596",15.6
Daily Visitation,October 17,"5,356","3,862",38.7
Daily Visitation,October 18,"5,546","4,574",21.3
Daily Visitation,October 19,"3,935","4,672",-15.8
Daily Visitation,October 20,"3,030","3,407",-11.1
Daily Visitation,October 21,"2,925","2,494",17.3
Daily Visitation,October 22,"3,310","2,885",14.7
Daily Visitation,October 23,"3,730","1,834",103.4
Daily Visitation,October 24,"3,525","2,322",51.8
Daily Visitation,October 25,"3,186","2,552",24.8
Daily Visitation,October 26,"1,846","2,582",-28.5
Daily Visitation,October 27,"2,096","1,767",18.6
Daily Visitation,October 28,"2,065","1,743",18.5
Daily Visitation,October 29,"1,930","1,292",49.4
Daily Visitation,October 30,"1,526","1,740",-12.3
Daily Visitation,October 31,"1,230","1,470",-16.3

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"93,546","84,636",10.5,"2,161,004","2,102,486",2.8,"93,546"
Non-Recreation Visitors,"32,868","29,737",10.5,"751,318","729,002",3.1,"32,868"
Total Visitors,"126,414","114,374",10.5,"2,912,321","2,831,488",2.9,"126,414"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Nov 2003,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,November 1,"2,077","1,571",32.2
Daily Visitation,November 2,"1,482","2,057",-28.0
Daily Visitation,November 3,"1,404","1,741",-19.4
Daily Visitation,November 4,"1,544","1,247",23.8
Daily Visitation,November 5,"1,387","1,447",-4.1
Daily Visitation,November 6,"1,544",955,61.7
Daily Visitation,November 7,"1,575","1,455",8.2
Daily Visitation,November 8,"1,791","1,602",11.8
Daily Visitation,November 9,"1,536","2,350",-34.6
Daily Visitation,November 10,"1,405","2,189",-35.8
Daily Visitation,November 11,"1,431","1,447",-1.1
Daily Visitation,November 12,"1,417","1,340",5.7
Daily Visitation,November 13,"1,223","1,271",-3.8
Daily Visitation,November 14,"1,225","1,268",-3.4
Daily Visitation,November 15,"2,418","1,452",66.5
Daily Visitation,November 16,"1,318","2,028",-35.0
Daily Visitation,November 17,"1,247","1,439",-13.3
Daily Visitation,November 18,"1,151","1,179",-2.4
Daily Visitation,November 19,"1,285",993,29.4
Daily Visitation,November 20,"1,328","1,231",7.9
Daily Visitation,November 21,"1,217","1,493",-18.5
Daily Visitation,November 22,899,"1,379",-34.8
Daily Visitation,November 23,"1,244","1,481",-16.0
Daily Visitation,November 24,"1,225","1,433",-14.5
Daily Visitation,November 25,"1,482","1,314",12.8
Daily Visitation,November 26,"1,401","1,404",-0.2
Daily Visitation,November 27,"1,441","1,328",8.5
Daily Visitation,November 28,"2,578","1,304",97.7
Daily Visitation,November 29,"2,251","3,248",-30.7
Daily Visitation,November 30,"1,239","2,770",-55.3
Daily Visitation,November 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"28,658","30,354",-5.6,"2,189,662","2,132,840",2.7,"122,204"
Non-Recreation Visitors,"16,120","17,074",-5.6,"767,438","746,076",2.9,"48,988"
Total Visitors,"44,778","47,428",-5.6,"2,957,099","2,878,916",2.7,"171,191"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Dec 2003,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,December 1,988,"1,733",-43.0
Daily Visitation,December 2,"1,168",961,21.5
Daily Visitation,December 3,"1,012",955,6.0
Daily Visitation,December 4,"1,117","1,250",-10.6
Daily Visitation,December 5,"1,344","1,196",12.4
Daily Visitation,December 6,"1,479","1,414",4.6
Daily Visitation,December 7,"1,080","1,468",-26.4
Daily Visitation,December 8,936,"1,188",-21.2
Daily Visitation,December 9,"1,004",909,10.5
Daily Visitation,December 10,"1,134","1,042",8.8
Daily Visitation,December 11,"1,147","1,144",0.3
Daily Visitation,December 12,"1,183","1,166",1.5
Daily Visitation,December 13,"1,412","1,458",-3.2
Daily Visitation,December 14,785,"1,660",-52.7
Daily Visitation,December 15,877,"1,139",-23.0
Daily Visitation,December 16,"1,344",896,50.0
Daily Visitation,December 17,"1,366","1,001",36.5
Daily Visitation,December 18,"1,055","1,197",-11.9
Daily Visitation,December 19,"1,304","1,115",17.0
Daily Visitation,December 20,"1,312","1,188",10.4
Daily Visitation,December 21,950,"1,568",-39.4
Daily Visitation,December 22,"1,728","1,811",-4.6
Daily Visitation,December 23,"1,641","1,479",11.0
Daily Visitation,December 24,"1,395","1,390",0.4
Daily Visitation,December 25,996,"1,034",-3.7
Daily Visitation,December 26,"1,800","1,560",15.4
Daily Visitation,December 27,"1,911","2,056",-7.1
Daily Visitation,December 28,"1,501","2,597",-42.2
Daily Visitation,December 29,"2,100","1,999",5.1
Daily Visitation,December 30,"1,998","1,854",7.8
Daily Visitation,December 31,"1,835","1,644",11.6

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"28,232","29,730",-5.0,"2,217,894","2,162,570",2.6,"150,436"
Non-Recreation Visitors,"12,684","13,357",-5.0,"780,122","759,433",2.7,"61,672"
Total Visitors,"40,916","43,087",-5.0,"2,998,015","2,922,003",2.6,"212,108"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jan 2004,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,January 1,"1,718","1,358",26.5
Daily Visitation,January 2,"1,845","1,320",39.8
Daily Visitation,January 3,"1,632","1,320",23.6
Daily Visitation,January 4,"1,017","1,623",-37.3
Daily Visitation,January 5,969,"1,191",-18.6
Daily Visitation,January 6,"1,204","1,003",20.0
Daily Visitation,January 7,"1,336","1,209",10.5
Daily Visitation,January 8,"1,188","1,135",4.7
Daily Visitation,January 9,"1,113","1,411",-21.1
Daily Visitation,January 10,"1,212","1,084",11.8
Daily Visitation,January 11,964,"1,363",-29.3
Daily Visitation,January 12,957,"1,336",-28.4
Daily Visitation,January 13,952,"1,022",-6.8
Daily Visitation,January 14,976,976,0.0
Daily Visitation,January 15,"1,041","1,005",3.6
Daily Visitation,January 16,991,998,-0.7
Daily Visitation,January 17,"1,576",820,92.2
Daily Visitation,January 18,"1,063",957,11.1
Daily Visitation,January 19,974,"1,159",-16.0
Daily Visitation,January 20,854,897,-4.8
Daily Visitation,January 21,998,936,6.6
Daily Visitation,January 22,"1,017","1,058",-3.9
Daily Visitation,January 23,"1,032",950,8.6
Daily Visitation,January 24,"1,147","1,012",13.3
Daily Visitation,January 25,640,963,-33.5
Daily Visitation,January 26,752,556,35.3
Daily Visitation,January 27,828,724,14.4
Daily Visitation,January 28,967,883,9.5
Daily Visitation,January 29,888,"1,041",-14.7
Daily Visitation,January 30,856,914,-6.3
Daily Visitation,January 31,"1,231",921,33.7

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"23,766","23,212",2.4,"23,766","23,212",2.4,"174,202"
Non-Recreation Visitors,"10,185","9,948",2.4,"10,185","9,948",2.4,"71,857"
Total Visitors,"33,951","33,160",2.4,"33,951","33,160",2.4,"246,059"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Feb 2004,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,February 1,"1,136","1,514",-25.0
Daily Visitation,February 2,"1,095",870,25.9
Daily Visitation,February 3,"1,325",960,38.0
Daily Visitation,February 4,"1,151","1,120",2.8
Daily Visitation,February 5,"1,142","1,117",2.2
Daily Visitation,February 6,"1,027","1,122",-8.5
Daily Visitation,February 7,"1,360","1,338",1.6
Daily Visitation,February 8,"1,078","1,568",-31.3
Daily Visitation,February 9,"1,038","1,313",-20.9
Daily Visitation,February 10,"1,114","1,408",-20.9
Daily Visitation,February 11,"1,293","1,344",-3.8
Daily Visitation,February 12,"1,517","1,467",3.4
Daily Visitation,February 13,"1,652","1,408",17.3
Daily Visitation,February 14,"2,142","1,556",37.7
Daily Visitation,February 15,"1,985","2,251",-11.8
Daily Visitation,February 16,"1,664","1,979",-15.9
Daily Visitation,February 17,"1,139","1,296",-12.1
Daily Visitation,February 18,"1,307","1,408",-7.2
Daily Visitation,February 19,"1,213","1,565",-22.5
Daily Visitation,February 20,"1,488","1,554",-4.2
Daily Visitation,February 21,"2,091","1,464",42.8
Daily Visitation,February 22,"1,776","1,388",28.0
Daily Visitation,February 23,"1,212","1,190",1.8
Daily Visitation,February 24,"1,164","1,156",0.7
Daily Visitation,February 25,"1,239","1,310",-5.4
Daily Visitation,February 26,"1,330","1,451",-8.3
Daily Visitation,February 27,"1,570","1,467",7.0
Daily Visitation,February 28,"1,416","1,743",-18.8
Daily Visitation,February 29,795,-182,-536.8
Daily Visitation,February 30,-182,-182,0.0
Daily Visitation,February 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"25,144","24,943",0.8,"48,910","48,155",1.6,"199,346"
Non-Recreation Visitors,"14,144","14,030",0.8,"24,329","23,978",1.5,"86,001"
Total Visitors,"39,288","38,973",0.8,"73,240","72,133",1.5,"285,347"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Mar 2004,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,March 1,677,"2,060",-67.1
Daily Visitation,March 2,"1,176","1,447",-18.7
Daily Visitation,March 3,"1,288","1,422",-9.4
Daily Visitation,March 4,"1,274","1,405",-9.3
Daily Visitation,March 5,"1,560","1,355",15.1
Daily Visitation,March 6,"1,920","1,562",22.9
Daily Visitation,March 7,"1,513","1,750",-13.5
Daily Visitation,March 8,"1,377","1,668",-17.4
Daily Visitation,March 9,"1,719","1,494",15.1
Daily Visitation,March 10,"1,505","1,293",16.4
Daily Visitation,March 11,"1,498","1,318",13.7
Daily Visitation,March 12,"1,971","1,391",41.7
Daily Visitation,March 13,"2,212","1,621",36.5
Daily Visitation,March 14,"2,144","2,461",-12.9
Daily Visitation,March 15,"1,800","3,249",-44.6
Daily Visitation,March 16,"1,778","2,715",-34.5
Daily Visitation,March 17,"1,929","1,514",27.4
Daily Visitation,March 18,"1,980","1,276",55.2
Daily Visitation,March 19,"2,982","1,729",72.5
Daily Visitation,March 20,"4,023","2,434",65.3
Daily Visitation,March 21,"2,361","3,408",-30.7
Daily Visitation,March 22,"2,172","3,124",-30.5
Daily Visitation,March 23,"2,235","2,209",1.2
Daily Visitation,March 24,"2,279","2,153",5.9
Daily Visitation,March 25,"2,004","2,153",-6.9
Daily Visitation,March 26,"2,740","2,191",25.1
Daily Visitation,March 27,"3,513","2,180",61.1
Daily Visitation,March 28,"2,175","2,371",-8.3
Daily Visitation,March 29,"1,957","3,004",-34.9
Daily Visitation,March 30,"2,903","2,587",12.2
Daily Visitation,March 31,"2,210","2,797",-21.0

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"42,134","42,448",-0.7,"91,045","90,602",0.5,"241,481"
Non-Recreation Visitors,"20,753","20,907",-0.7,"45,082","44,885",0.4,"106,753"
Total Visitors,"62,887","63,355",-0.7,"136,127","135,488",0.5,"348,234"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Apr 2004,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,April 1,"2,631","2,596",1.3
Daily Visitation,April 2,"2,138","3,029",-29.4
Daily Visitation,April 3,"3,343","2,511",33.1
Daily Visitation,April 4,"3,715","2,464",50.8
Daily Visitation,April 5,"2,386","3,086",-22.7
Daily Visitation,April 6,"2,374","1,709",38.9
Daily Visitation,April 7,"2,293","2,448",-6.3
Daily Visitation,April 8,"2,524","2,134",18.3
Daily Visitation,April 9,"3,419","2,475",38.1
Daily Visitation,April 10,"3,744","2,653",41.1
Daily Visitation,April 11,"2,655","2,864",-7.3
Daily Visitation,April 12,"2,681","3,975",-32.6
Daily Visitation,April 13,"2,508","4,072",-38.4
Daily Visitation,April 14,"2,597","2,934",-11.5
Daily Visitation,April 15,"2,494","2,575",-3.1
Daily Visitation,April 16,"2,793","2,621",6.6
Daily Visitation,April 17,"4,093","2,679",52.8
Daily Visitation,April 18,"2,689","2,716",-1.0
Daily Visitation,April 19,"2,378","3,857",-38.3
Daily Visitation,April 20,"2,593","4,264",-39.2
Daily Visitation,April 21,"2,332","3,121",-25.3
Daily Visitation,April 22,"2,256","3,065",-26.4
Daily Visitation,April 23,"2,518","2,606",-3.4
Daily Visitation,April 24,"4,062","2,416",68.1
Daily Visitation,April 25,"3,372","3,027",11.4
Daily Visitation,April 26,"2,635","4,251",-38.0
Daily Visitation,April 27,"3,199","3,691",-13.3
Daily Visitation,April 28,"2,859","2,780",2.8
Daily Visitation,April 29,"2,819","2,339",20.5
Daily Visitation,April 30,"3,146","2,400",31.1
Daily Visitation,April 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"53,712","55,045",-2.4,"144,757","145,647",-0.6,"295,193"
Non-Recreation Visitors,"31,545","32,328",-2.4,"76,627","77,213",-0.8,"138,299"
Total Visitors,"85,258","87,373",-2.4,"221,384","222,861",-0.7,"433,492"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: May 2004,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,May 1,"3,634","2,501",45.3
Daily Visitation,May 2,"4,267","3,198",33.4
Daily Visitation,May 3,"3,545","4,006",-11.5
Daily Visitation,May 4,"3,639","3,389",7.4
Daily Visitation,May 5,"3,464","3,240",6.9
Daily Visitation,May 6,"4,147","3,442",20.5
Daily Visitation,May 7,"4,263","3,359",26.9
Daily Visitation,May 8,"5,750","3,309",73.8
Daily Visitation,May 9,"5,551","3,605",54.0
Daily Visitation,May 10,"4,521","3,426",32.0
Daily Visitation,May 11,"4,683","4,920",-4.8
Daily Visitation,May 12,"4,362","4,387",-0.6
Daily Visitation,May 13,"4,461","5,241",-14.9
Daily Visitation,May 14,"5,450","5,136",6.1
Daily Visitation,May 15,"8,189","5,249",56.0
Daily Visitation,May 16,"4,305","5,795",-25.7
Daily Visitation,May 17,"6,683","6,448",3.6
Daily Visitation,May 18,"6,169","7,846",-21.4
Daily Visitation,May 19,"7,577","6,536",15.9
Daily Visitation,May 20,"5,680","7,103",-20.0
Daily Visitation,May 21,"7,263","6,430",13.0
Daily Visitation,May 22,"6,837","6,928",-1.3
Daily Visitation,May 23,"9,445","10,993",-14.1
Daily Visitation,May 24,"7,783","16,011",-51.4
Daily Visitation,May 25,"7,658","14,720",-48.0
Daily Visitation,May 26,"8,008","10,775",-25.7
Daily Visitation,May 27,"7,591","9,190",-17.4
Daily Visitation,May 28,"9,919","10,455",-5.1
Daily Visitation,May 29,"14,541","10,428",39.4
Daily Visitation,May 30,"15,392","10,515",46.4
Daily Visitation,May 31,"11,381","10,495",8.4

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"156,691","158,907",-1.4,"301,448","304,554",-1.0,"451,884"
Non-Recreation Visitors,"49,481","50,181",-1.4,"126,109","127,394",-1.0,"187,780"
Total Visitors,"206,172","209,088",-1.4,"427,556","431,949",-1.0,"639,664"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jun 2004,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,June 1,"10,706","12,691",-15.6
Daily Visitation,June 2,"11,814","13,873",-14.8
Daily Visitation,June 3,"11,839","13,678",-13.4
Daily Visitation,June 4,"13,229","14,465",-8.5
Daily Visitation,June 5,"14,882","11,163",33.3
Daily Visitation,June 6,"17,052","14,185",20.2
Daily Visitation,June 7,"16,778","15,111",11.0
Daily Visitation,June 8,"14,588","20,000",-27.1
Daily Visitation,June 9,"11,791","18,813",-37.3
Daily Visitation,June 10,"16,810","18,410",-8.7
Daily Visitation,June 11,"15,913","16,962",-6.2
Daily Visitation,June 12,"17,444","16,317",6.9
